custId,amount,total
C4710975,1500.00,1
C4710988,50.00,1
C4711628,246.00,1
C4711673,200.00,1
C4711868,1429.00,1
C4712138,1597.00,1
C4712348,3076.80,1
C4712381,340.00,1
C4712451,12.00,1
C4713120,30.00,1
C4713228,67.00,1
C4713334,350.00,1
C4713881,717.00,1
C4713920,625.50,1
C4713922,147.74,1
C4713948,90.00,1
C4714086,10.00,1
C4714415,3010.00,1
C4714437,1180.00,1
C4714566,724.00,1
C4714630,258.70,1
C4714737,810.00,1
C4714886,850.00,1
C4714968,855.00,1
C4715350,400.00,1
C4715646,660.00,1
C4715782,179.00,1
C4715865,50.00,1
C4716020,6048.00,1
C4716055,50.00,1
C4716072,2519.00,1
C4716822,689.05,1
C4717043,164.40,1
C4717080,27.00,1
C4717328,2860.00,1
C4717437,3969.00,1
C4717769,42000.00,1
C4718333,165.00,1
C4718547,1172.68,1
C4718556,917.00,1
C4718848,1000.00,1
C4718881,10.51,1
C4719548,199.00,1
C4719575,150.00,1
C4719776,60.00,1
C4719789,903.98,1
C4719954,455.00,1
C4720028,350.00,1
C4720273,2000.00,1
C4720412,370.00,1
C4720461,11450.00,1
C4720488,550.00,1
C4720721,195.00,1
C4720771,500.00,1
C4720846,336.00,1
C4721178,410.00,1
C4721291,37.00,1
C4721576,300.00,1
C4721623,375.00,1
C4721631,30.00,1
C4722131,849.00,1
C4722149,1000.00,1
C4722192,21.64,1
C4722618,8990.00,1
C4722829,200.00,1
C4723019,6990.00,1
C4723267,50.00,1
C4723345,2183.86,1
C4723358,284.00,1
C4723388,18521.00,1
C4723433,286.00,1
C4723591,2198.00,1
C4723692,200.00,1
C4723921,20.00,1
C4724287,349.00,1
C4724939,290.00,1
C4724943,1.00,1
C4725133,1020.00,1
C4725183,510.00,1
C4725280,500.00,1
C4725381,1609.00,1
C4725612,50.00,1
C4725718,1000.00,1
C4726468,1955.00,1
C4726487,120.00,1
C4726642,100.00,1
C4726753,24990.00,1
C4726926,170.00,1
C4726986,100.00,1
C4727023,250.00,1
C4727267,5999.00,1
C4727690,359.00,1
C4727835,472.13,1
C4727869,50.00,1
C4728220,290.00,1
C4728373,500.00,1
C4728648,340.00,1
C4728649,349.00,1
C4728854,110.00,1
C4728920,2000.00,1
C4729224,200.00,1
C4729420,235.05,1
C4729457,300.00,1
C4729558,410.00,1
C4729624,8.00,1
C4730047,100.00,1
C4730076,932.90,1
C4730152,208.00,1
C4730238,20.00,1
C4730340,279.00,1
C4730373,1354.00,1
C4730471,710.00,1
C4730544,200.00,1
C4730771,899.00,1
C4730822,225.00,1
C4731058,230.00,1
C4731083,50.00,1
C4731369,192.00,1
C4731426,307.00,1
C4731863,500.00,1
C4731967,2483.00,1
C4731972,20.00,1
C4732515,965.00,1
C4732578,300.00,1
C4732852,769.68,1
C4732930,300.00,1
C4733014,180.00,1
C4733316,500.00,1
C4733590,609.00,1
C4733738,1300.00,1
C4733760,1363.00,1
C4733818,100.00,1
C4733862,13.00,1
C4733977,882.00,1
C4734148,390.00,1
C4734246,79.00,1
C4734357,300.00,1
C4734520,1582.00,1
C4734528,452.00,1
C4734979,843.47,1
C4735344,250.00,1
C4735426,223.17,1
C4735692,471.00,1
C4735963,14852.81,1
C4736537,200.00,1
C4736547,972.00,1
C4737191,1202.12,1
C4737270,529.02,1
C4737674,1999.00,1
C4737765,888.00,1
C4737783,300.00,1
C4737886,200.00,1
C4737890,300.00,1
C4737941,160.00,1
C4738018,581.56,1
C4738078,250.00,1
C4738251,135.00,1
C4738552,579.00,1
C4738635,100.00,1
C4738780,320.00,1
C4739088,40.00,1
C4739378,200.00,1
C4739681,95.00,1
C4739687,9913.00,1
C4739835,70.00,1
C4739837,240.00,1
C4739882,700.00,1
C4739959,45.05,1
C4740061,700.00,1
C4740111,135.00,1
C4740452,7011.00,1
C4741115,1110.00,1
C4741166,999.00,1
C4741316,350.00,1
C4741414,348.00,1
C4741853,3041.77,1
C4741859,2400.00,1
C4741863,2400.00,1
C4742232,508.73,1
C4742448,1141.00,1
C4742655,250.60,1
C4748060,286.00,1
C4749933,250.00,1
C4752851,2509.00,1
C4756159,1594.64,1
C4760083,193.00,1
C4761156,1063.00,1
C4767682,50.00,1
C4768782,1250.00,1
C4772717,350.00,1
C4773650,495.00,1
C4776045,381.00,1
C4777462,450.00,1
C4781921,27.00,1
C4781968,396.00,1
C4786517,790.00,1
C4788244,510.00,1
C4789971,440.00,1
C4791641,410.00,1
C4791959,559.00,1
C4798752,730.00,1
C4798827,25.00,1
C4798950,25000.00,1
C4810135,1413.00,1
C4810927,225.00,1
C4810957,687.91,1
C4810985,353.02,1
C4811087,320.00,1
C4811249,324.00,1
C4811384,1595.00,1
C4811459,247.00,1
C4811519,801.00,1
C4811575,450.00,1
C4811581,399.00,1
C4811617,2706.90,1
C4811619,328.00,1
C4811885,70.00,1
C4812122,2000.00,1
C4812278,454.00,1
C4812447,55.00,1
C4812989,671.00,1
C4813091,200.00,1
C4813629,1500.00,1
C4813736,250.00,1
C4813851,500.00,1
C4814184,30.00,1
C4814529,533.00,1
C4814766,1000.00,1
C4815126,50.00,1
C4815330,2664.75,1
C4815350,270.00,1
C4815432,543.00,1
C4815758,1370.00,1
C4816224,280.68,1
C4816279,255.00,1
C4816332,200.00,1
C4816412,2400.54,1
C4816545,200.00,1
C4816576,500.00,1
C4816844,950.00,1
C4816924,200.00,1
C4817089,135.00,1
C4817191,640.00,1
C4817287,273.00,1
C4817545,50.00,1
C4817764,1108.48,1
C4817984,303.00,1
C4818191,790.00,1
C4818290,4001.00,1
C4818356,210.00,1
C4818474,3401.00,1
C4818841,8772.00,1
C4819177,818.50,1
C4819242,1255.00,1
C4819244,759.52,1
C4819412,102.00,1
C4819452,2.00,1
C4819478,2.00,1
C4819819,60.00,1
C4819848,999.00,1
C4820941,99.00,1
C4820983,246.00,1
C4821063,26.00,1
C4821080,1363.00,1
C4821273,133.00,1
C4821534,264.00,1
C4821756,1361.85,1
C4822288,115.00,1
C4822622,1000.00,1
C4822945,1980.00,1
C4823462,130.00,1
C4823788,500.00,1
C4823816,255.00,1
C4823863,218.00,1
C4823887,205.00,1
C4824052,2000.00,1
C4824115,12166.92,1
C4824570,215.00,1
C4824592,356.16,1
C4824628,20.00,1
C4824667,240.00,1
C4824856,1074.00,1
C4824865,400.00,1
C4824875,890.00,1
C4825033,600.00,1
C4825113,150.00,1
C4825185,1705.00,1
C4825240,50.00,1
C4825525,262.00,1
C4825582,4000.00,1
C4825667,19.00,1
C4825766,5493.55,1
C4825887,23.00,1
C4826116,180.00,1
C4826140,214.00,1
C4826264,60.00,1
C4826384,220.00,1
C4826448,1000.00,1
C4826557,3449.00,1
C4826572,227.00,1
C4826821,10.00,1
C4826936,86500.00,1
C4826971,2370.00,1
C4827035,510.00,1
C4827060,1.00,1
C4827079,700.00,1
C4827739,790.00,1
C4827982,100.00,1
C4828243,145.00,1
C4828328,200.00,1
C4828371,274.00,1
C4828515,741.34,1
C4828592,250.00,1
C4829065,346.10,1
C4829125,910.80,1
C4829148,200.00,1
C4829213,1000.00,1
C4829229,335.00,1
C4829330,1398.85,1
C4829345,1490.00,1
C4829435,10.00,1
C4829439,50.00,1
C4829440,11.00,1
C4829619,220.00,1
C4829663,863.30,1
C4829756,145.00,1
C4829879,504.00,1
C4829959,2371.00,1
C4829968,650.00,2
C4830069,220.00,1
C4830086,500.00,1
C4830241,620.00,1
C4830326,333.00,1
C4830746,10.00,1
C4830927,100.00,1
C4830951,110.00,1
C4831544,4550.00,1
C4832016,1380.00,1
C4832066,404.60,1
C4832288,100.00,1
C4832322,1350.00,1
C4833585,143.00,1
C4833849,2997.00,1
C4833923,102.00,1
C4834082,1000.00,1
C4834422,470.00,1
C4834482,4020.00,1
C4834554,1200.00,1
C4834676,478.98,1
C4834924,50.00,1
C4835230,598.62,1
C4835243,89.00,1
C4835292,1077.00,1
C4835386,50.00,1
C4835651,260.00,1
C4835668,500.00,1
C4835888,265.00,1
C4835991,741.00,1
C4836044,50.00,1
C4836149,85.00,1
C4836257,147.00,1
C4836335,268.00,1
C4836351,100.00,1
C4836364,90.32,1
C4836460,150.00,1
C4836788,3731.90,1
C4836933,7830.00,1
C4836989,1000.00,1
C4837547,1861.00,1
C4837829,6000.00,1
C4838012,240.00,1
C4838570,500.00,1
C4838759,857.90,1
C4839052,40.00,1
C4839132,500.00,1
C4839555,3070.02,1
C4839585,500.00,1
C4839625,492.00,1
C4839722,251.00,1
C4839852,245.00,1
C4839868,12.00,1
C4839883,200.00,1
C4840018,492.00,1
C4840278,30.00,1
C4840372,339.00,1
C4840550,456.00,1
C4840760,189.00,1
C4840865,99.00,1
C4841044,1136.00,1
C4841122,552.00,1
C4841149,1224.06,1
C4841430,255.00,1
C4842066,17264.72,1
C4842138,199.00,1
C4842212,485.00,1
C4842233,660.00,1
C4842260,3009.75,1
C4845379,110.00,1
C4846043,200.00,1
C4846341,1599.00,1
C4846650,200.00,1
C4850033,200.00,1
C4850543,210.00,1
C4861183,7270.00,1
C4862112,190.00,1
C4862227,115.00,1
C4862976,280.00,1
C4863689,260.00,1
C4865676,197.00,1
C4867237,200.00,1
C4867612,467.00,1
C4870141,300.00,1
C4873084,1150.00,1
C4873676,1631.00,1
C4873724,193.00,1
C4875270,50.00,1
C4882625,1270.00,1
C4884958,1102.00,1
C4892335,1000.00,1
C4892351,1950.00,1
C4892992,252.00,1
C4893015,592.00,1
C4893376,254.71,1
C4894228,175.00,1
C4895735,1000.00,1
C4898150,4.00,1
C4910056,42.00,1
C4910129,75.00,1
C4910714,273.00,1
C4911251,593.00,1
C4911270,325.00,1
C4911324,1697.00,1
C4911427,420.00,1
C4911439,160.00,1
C4911511,50.00,1
C4911545,691.18,1
C4911662,30.00,1
C4912383,350.00,1
C4912441,1000.00,1
C4912447,500.00,1
C4912615,4112.50,1
C4913063,200.00,1
C4913088,200.00,1
C4913281,8.00,1
C4913849,28.00,1
C4913931,41.00,1
C4913935,50.00,1
C4914229,1601.00,1
C4914340,300.00,1
C4914434,1000.00,1
C4914632,38.00,1
C4915019,6523.00,1
C4915371,27.00,1
C4915428,2730.00,1
C4915646,1466.50,1
C4915826,1359.00,1
C4915984,641.00,1
C4916086,560.00,1
C4916139,25.00,1
C4916152,890.00,1
C4916163,640.00,1
C4916211,1364.10,1
C4916227,25000.00,1
C4916247,700.00,1
C4916287,200.00,1
C4916338,620.00,1
C4916561,163.00,1
C4916723,645.00,1
C4916788,6014.95,1
C4916923,404.86,1
C4916936,2450.00,1
C4917146,1409.00,1
C4917343,365.00,1
C4917392,30.00,1
C4917454,218.41,1
C4917459,156.00,1
C4917685,500.00,1
C4918577,30.00,1
C4918653,100.00,1
C4918688,1424.06,1
C4918756,947.80,1
C4918965,1000.00,1
C4919124,50.00,1
C4919192,500.00,1
C4919280,500.00,1
C4919330,1461.00,1
C4919335,800.00,1
C4919375,200.00,1
C4919682,140.00,1
C4919733,228.00,1
C4919846,368.00,1
C4919938,1409.00,1
C4920260,48.25,1
C4920369,500.00,1
C4921031,996.00,1
C4921067,181.00,1
C4921632,20.00,1
C4921783,1140.00,1
C4921844,410.00,1
C4921944,550.00,1
C4921990,1500.10,1
C4922183,1699.00,1
C4922273,47.00,1
C4922637,245.00,1
C4922788,29.00,1
C4922852,590.13,1
C4922887,453.00,1
C4922924,500.00,1
C4923069,280.00,1
C4923089,4223.00,1
C4923191,150.00,1
C4923358,956.00,1
C4923390,25.00,1
C4923536,2846.00,1
C4923547,5000.00,1
C4923783,661.00,1
C4923977,200.00,1
C4924123,264.00,1
C4924143,771.00,1
C4924712,81.60,1
C4924862,220.00,1
C4925120,2200.00,1
C4925140,376.00,1
C4925171,3036.00,1
C4926030,3033.90,1
C4926041,1067.00,1
C4926223,20.00,1
C4926276,1141.00,1
C4926391,720.00,1
C4926440,1000.00,1
C4926635,185.00,1
C4926887,1200.00,1
C4926974,250.00,1
C4927623,120.00,1
C4927631,100.00,1
C4927736,490.34,1
C4928062,6800.00,1
C4928539,1983.34,1
C4928828,475.00,1
C4928988,200.00,1
C4929111,1000.00,1
C4929165,549.00,1
C4929277,50.00,1
C4929416,2520.00,1
C4929574,670.00,1
C4929676,5250.00,1
C4929779,9230.00,1
C4929864,1824.00,1
C4930269,4000.00,1
C4930278,1048.00,1
C4930479,1500.00,1
C4930983,4000.00,1
C4931042,249.00,1
C4931088,1370.00,1
C4931117,961.00,1
C4931180,470.00,1
C4931438,50.00,1
C4931592,5283.00,1
C4931740,30.00,1
C4931930,1476.00,1
C4931976,2500.00,1
C4932168,250.00,1
C4932557,340.00,1
C4932954,3520.00,1
C4932955,249.00,1
C4933069,250.00,1
C4933372,200.00,1
C4933383,827.15,1
C4933830,29.00,1
C4933916,50.00,1
C4933990,0.00,1
C4934071,225.00,1
C4934079,526.15,1
C4934165,1000.00,1
C4934671,50.00,1
C4934716,1050.00,1
C4934750,5393.05,1
C4935079,690.00,1
C4935166,4567.50,1
C4935658,639.00,1
C4935879,125.00,1
C4936025,6490.00,1
C4936251,50.00,1
C4936445,1007.00,1
C4936522,30.00,1
C4936624,1370.00,1
C4936927,1500.00,1
C4937241,220.00,1
C4937616,1363.00,1
C4937756,159.00,1
C4937791,70.00,1
C4938067,50.00,1
C4938073,300.00,1
C4938630,796.77,1
C4938832,670.00,1
C4938857,10.00,1
C4939640,1000.00,1
C4939642,2394.00,1
C4939675,480.00,1
C4939743,39.00,1
C4939931,386.38,1
C4939977,14.00,1
C4940216,30.00,1
C4940516,23.00,1
C4940853,199.00,1
C4940957,1100.00,1
C4941313,3270.00,1
C4941630,2000.00,1
C4941711,435.00,1
C4941881,200.00,1
C4941928,1200.00,1
C4942162,80.00,1
C4942258,102.00,1
C4942438,300.00,1
C4942614,13.00,1
C4942816,100.00,1
C4942844,771.00,1
C4942919,2490.00,1
C4944336,150.00,1
C4945485,285.69,1
C4945969,4900.00,1
C4946246,1000.00,1
C4949486,2497.00,1
C4949936,16.00,1
C4950985,2808.00,1
C4951626,246.00,1
C4954080,1192.00,1
C4955079,340.00,1
C4957922,1000.00,1
C4958466,1086.00,1
C4958687,2599.00,1
C4959223,500.00,1
C4966026,20.00,1
C4973668,1174.43,1
C4975781,860.00,1
C4976844,986.00,1
C4976892,200.00,1
C4977761,686.54,1
C4978767,300.00,1
C4980414,500.00,1
C4981658,1015.00,1
C4982980,1298.00,1
C4983746,130.10,1
C4986739,49984.00,1
C4988990,2339.83,1
C4990422,2500.00,1
C4992823,181.00,1
C4994388,126.00,1
C4995185,200.00,1
C5010058,440.00,1
C5010113,63.00,1
C5010435,150.00,1
C5010623,5238.00,1
C5010649,712.00,1
C5010941,2023.27,1
C5011035,598.00,1
C5011070,930.00,1
C5011174,1000.00,1
C5011187,140.00,1
C5011333,30.00,1
C5011483,172.00,1
C5011620,1840.00,1
C5011915,437.00,1
C5011930,230.00,1
C5012690,150.00,1
C5012837,327.00,1
C5013447,267.00,1
C5013456,1.00,1
C5013524,20700.00,1
C5013575,963.00,1
C5014148,259.42,1
C5014475,230.00,1
C5014855,4955.00,1
C5014856,14545.44,1
C5015135,21.00,1
C5015188,249.00,1
C5015241,164.00,1
C5015275,111.00,1
C5015471,1042.00,1
C5015676,619.00,1
C5015822,20.00,1
C5016526,665.00,1
C5016980,404.60,1
C5017018,89.00,1
C5017263,34572.00,1
C5017477,95.00,1
C5017648,1000.00,1
C5017786,470.00,1
C5017823,193.00,1
C5017856,305.00,1
C5018012,28.00,1
C5018241,299.00,1
C5018378,3100.00,1
C5018777,288.00,1
C5019065,2000.00,1
C5019070,1000.00,1
C5019089,1499.00,1
C5019373,1920.00,1
C5019428,500.00,1
C5019759,500.00,1
C5019830,97.00,1
C5020450,25.00,1
C5020521,910.00,1
C5020759,4275.00,1
C5020816,250.00,1
C5021226,175.00,1
C5021467,647.00,1
C5021727,300.00,1
C5021919,1760.00,1
C5022163,222.60,1
C5022442,150.00,1
C5022464,5000.00,1
C5022470,659.00,1
C5022929,156.00,1
C5023120,350.00,1
C5023132,1000.00,1
C5023231,999.00,1
C5023377,20.00,1
C5023464,659.00,1
C5023774,1200.00,1
C5023813,2601.00,1
C5023821,131.00,1
C5024085,1000.00,1
C5024715,2165.00,1
C5024739,30.00,1
C5024753,1601.00,1
C5024829,2023.00,1
C5024830,844.00,1
C5024862,500.00,1
C5025133,499.00,1
C5025359,1105.00,1
C5025534,100.00,1
C5025550,1200.00,1
C5025711,835.00,1
C5025715,235.00,1
C5025969,100000.00,1
C5026513,9232.00,1
C5026541,1915.79,1
C5026579,1300.00,1
C5026633,260.00,1
C5026646,380.00,1
C5026741,840.00,1
C5026818,25000.00,1
C5026915,126.00,1
C5026959,1000.00,1
C5026965,2311.25,1
C5027015,180.00,1
C5027125,1285.00,1
C5027141,2550.00,1
C5027166,2530.00,1
C5027316,32.00,1
C5027759,1799.00,1
C5027934,111.00,1
C5028065,809.20,1
C5028461,5606.00,1
C5028667,5000.00,1
C5028739,500.00,1
C5028816,100.00,1
C5028817,125.00,1
C5029045,52.00,1
C5029246,2645.00,1
C5029436,6999.00,1
C5029547,4795.00,1
C5029548,100.00,1
C5029741,100.00,1
C5029833,399.00,1
C5030061,308.00,1
C5030140,23.00,1
C5030172,50.00,1
C5030225,2827.00,1
C5030330,295.00,1
C5030373,50.00,1
C5030377,90.00,1
C5030434,339.00,1
C5030549,765.00,1
C5030574,2175.00,1
C5030780,1000.00,1
C5030988,42999.00,1
C5031018,1000.00,1
C5031035,1500.00,1
C5031063,275.00,1
C5031171,155.00,1
C5031386,148.00,1
C5031581,1335.00,1
C5031689,1.00,1
C5031761,250.00,1
C5031812,105.00,1
C5032085,695.00,1
C5032343,29.00,1
C5032529,10.00,1
C5032571,1491.00,1
C5032623,178.00,1
C5032747,10.00,1
C5032821,0.00,1
C5032912,710.00,1
C5033068,634.00,1
C5033527,263.00,1
C5033529,15000.00,1
C5033933,150.00,1
C5034025,240.00,1
C5034262,159.00,1
C5034319,69.00,1
C5034341,5375.32,1
C5034663,5000.00,1
C5034680,510.00,1
C5034741,80.00,1
C5035067,846.00,1
C5035377,970.00,1
C5035740,50.00,1
C5035881,1954.00,1
C5035915,2420.00,1
C5035920,920.00,1
C5035922,2000.00,1
C5035929,627.00,1
C5035936,138.00,1
C5036048,1780.00,1
C5036287,1579.00,1
C5036477,347.00,1
C5036644,100.00,1
C5036813,7830.00,1
C5036951,800.00,1
C5037016,798.00,1
C5037266,300.00,1
C5037314,1091.00,1
C5037617,1450.00,1
C5037747,22.27,1
C5037931,500.00,1
C5038337,995.00,1
C5038663,1020.00,1
C5038775,28.00,1
C5039174,60.00,1
C5039212,980.61,1
C5039428,189.00,1
C5039672,100.00,1
C5039966,2808.00,1
C5039990,591.00,1
C5040322,961.68,1
C5040460,21480.90,1
C5040778,3469.45,1
C5041020,1698.00,2
C5041153,1500.00,1
C5041188,100.00,1
C5041687,322.00,1
C5041851,2400.00,1
C5041942,200.00,1
C5041967,95.00,1
C5041981,200.00,1
C5042028,130.00,1
C5042515,963.00,1
C5042819,500.00,1
C5043487,550.00,1
C5043530,354.00,1
C5045572,540.00,1
C5046526,723.00,1
C5047436,10.00,1
C5048284,746.28,1
C5048516,1378.00,1
C5049373,300.00,1
C5050581,700.00,1
C5050691,9444.00,1
C5051285,32.00,1
C5052934,264.00,1
C5053741,60.00,1
C5058030,1871.00,1
C5059925,32.00,1
C5060814,1652.00,1
C5061336,265.00,1
C5061454,542.00,1
C5062527,7700.00,1
C5063321,500.00,1
C5065015,30.00,1
C5066275,398.50,1
C5068191,250.00,1
C5074015,850.00,1
C5074687,2071.00,1
C5075571,276.00,1
C5075744,1000.00,1
C5079921,1550.00,1
C5082648,15814.00,1
C5083592,4000.64,1
C5084039,500.00,1
C5084850,4241.88,1
C5094024,70.00,1
C5110087,300.00,1
C5110379,2203.00,1
C5110522,30.00,1
C5111045,103.00,1
C5111263,415.00,1
C5111346,321.00,1
C5111425,149.80,1
C5111588,8302.00,1
C5111812,147.00,1
C5112077,97.00,1
C5112220,500.00,1
C5112411,1500.00,1
C5112526,346.00,1
C5112528,2100.00,1
C5112554,50.00,1
C5112581,203.00,1
C5112716,127.00,1
C5113164,120.00,1
C5113179,135.00,1
C5113265,1500.00,1
C5113331,2309.00,1
C5113333,1.00,1
C5113435,2952.00,1
C5113457,500.00,1
C5113482,40.00,1
C5113491,20.00,1
C5113655,120.00,1
C5113723,200.00,1
C5114051,333.00,1
C5114124,1456.00,1
C5114262,560.00,1
C5114312,26.00,1
C5114333,795.00,1
C5114379,1100.00,1
C5114447,60.00,1
C5114529,220.00,1
C5114745,921.00,1
C5114753,198.00,1
C5114792,1000.00,1
C5114830,1150.00,1
C5114837,70.00,1
C5115153,58.40,1
C5115182,4540.00,1
C5115190,1645.00,1
C5115470,625.00,1
C5115616,429.00,1
C5115974,2831.00,1
C5116313,1905.23,1
C5116430,529.00,1
C5116444,1050.00,1
C5116540,1249.00,1
C5116645,100.00,1
C5117167,550.00,1
C5117183,234.00,1
C5117332,500.00,1
C5117636,233.00,1
C5117719,15000.00,1
C5117963,465.00,1
C5118222,300.00,1
C5118834,706.73,1
C5118889,100.00,1
C5119052,750.00,1
C5119749,134.00,1
C5120268,30.00,1
C5120319,1850.00,1
C5120455,25.00,1
C5120461,663.00,1
C5120626,198.00,1
C5120629,200.00,1
C5120712,700.00,1
C5120879,1800.00,1
C5120984,3350.00,1
C5121017,230.00,1
C5121158,29839.25,1
C5121441,120.00,1
C5121744,50.00,1
C5121851,1329.58,1
C5121858,128.00,1
C5122343,62.00,1
C5122443,1000.00,1
C5122484,610.00,1
C5122536,1950.00,1
C5122751,430.00,1
C5123243,97.00,1
C5123389,248.00,1
C5123470,520.00,1
C5123576,245.00,1
C5123864,200.00,1
C5124556,50.00,1
C5124728,340.00,1
C5124792,600.00,1
C5125085,63.00,1
C5125265,600.00,1
C5125848,321.00,1
C5125850,651.00,1
C5126148,340.00,1
C5126156,858.00,1
C5126251,2299.00,1
C5126275,650.00,1
C5126514,4293.00,1
C5126553,6620.00,1
C5127261,303.00,1
C5127662,1500.00,1
C5127681,200.00,1
C5127835,803.00,1
C5127849,30.00,1
C5127865,50.00,1
C5128138,220.00,1
C5128281,125.00,1
C5128458,1048.00,1
C5128492,680.00,1
C5128632,54.00,1
C5128745,309.00,1
C5128772,1990.00,1
C5128927,294.00,1
C5128931,500.00,1
C5128951,255.00,1
C5129286,859.00,1
C5129367,300.00,1
C5129566,4167.00,1
C5129755,449.00,1
C5129921,634.00,1
C5129927,4540.00,1
C5130192,50.00,1
C5130781,80.00,1
C5130785,8.00,1
C5131274,601.70,1
C5131338,50.00,1
C5131757,700.07,1
C5131973,16.00,1
C5132035,485.00,1
C5132062,160.00,1
C5132376,3799.00,1
C5132389,195.00,1
C5132445,110.00,1
C5132483,256.00,1
C5132487,200.00,1
C5132568,4178.00,1
C5132789,1365.00,1
C5133037,530.00,1
C5133047,329.10,1
C5133111,521.57,1
C5133177,8595.00,1
C5133259,1.00,1
C5133288,1299.00,1
C5133552,12700.00,1
C5133641,240.00,1
C5133847,823.00,1
C5133930,20.00,1
C5134151,285.00,1
C5134349,900.00,1
C5134363,50.00,1
C5134421,1493.72,1
C5134569,800.00,1
C5134758,1292.51,1
C5135029,96.00,1
C5135331,510.00,1
C5135421,69.00,1
C5135482,259.00,1
C5135613,56.00,1
C5135772,64.00,1
C5135787,505.00,1
C5135826,1199.00,1
C5135838,205.00,1
C5135859,299.00,1
C5136224,186.00,1
C5136357,300.00,1
C5136565,212.00,1
C5136751,200.00,1
C5136926,100.00,1
C5137574,5000.00,1
C5137628,356.00,1
C5137653,115.00,1
C5137662,567.10,1
C5137962,1256.00,1
C5138248,775.00,1
C5138353,100.00,1
C5138458,1890.00,1
C5138673,137.39,1
C5138682,150.00,1
C5138867,47.00,1
C5139565,400.00,1
C5139626,20.00,1
C5139642,130.06,1
C5139731,300.00,1
C5139754,21.23,1
C5139811,1242.00,1
C5139818,450.00,1
C5139863,961.00,1
C5140319,1722.35,1
C5140422,1500.00,1
C5140440,160.00,1
C5140465,220.00,1
C5140517,200.00,1
C5140611,147.00,1
C5140625,82.00,1
C5140659,1500.00,1
C5140952,178.00,1
C5140959,926.00,1
C5141240,400.00,1
C5141417,50.00,1
C5141449,245.00,1
C5141620,2900.00,1
C5141835,599.00,1
C5142489,1200.00,1
C5142554,220.00,1
C5142717,150.00,1
C5142861,200.00,1
C5142943,150.00,1
C5147356,1649.00,1
C5149244,560.00,1
C5149948,198.00,1
C5153745,711.00,1
C5154831,2982.00,1
C5161117,736.00,1
C5163233,900.00,1
C5164140,1028.00,1
C5164142,100.00,1
C5165611,40.00,1
C5165669,20.00,1
C5167472,25000.00,1
C5169248,315.45,1
C5170049,100.00,1
C5172246,1.00,1
C5173527,200.00,1
C5173782,163.00,1
C5176283,1290.00,1
C5178361,1800.00,1
C5178384,100.00,1
C5183565,500.00,1
C5183880,1101.00,1
C5186179,705.00,1
C5186870,699.00,1
C5187223,3800.00,1
C5187481,91.00,1
C5188942,30.00,1
C5193086,100.00,1
C5194531,500.00,1
C5195741,50.00,1
C5196143,659.00,1
C5196790,80.00,1
C5197414,504.35,1
C5198423,895.00,1
C5199861,1861.50,1
C5210078,1001.00,1
C5210082,198.00,1
C5210145,280.00,1
C5210242,2374.00,1
C5210430,200.00,1
C5210618,1997.00,1
C5210621,290.00,1
C5210656,500.00,1
C5210754,81.00,1
C5210766,50.00,1
C5210832,250.00,1
C5210848,662.00,1
C5210892,296.00,1
C5211237,2710.00,1
C5211260,50.00,1
C5211322,220.00,1
C5211660,299.00,1
C5211746,10125.00,1
C5212043,500.00,1
C5212324,1.00,1
C5212375,2200.00,1
C5212520,3117.00,1
C5213037,1512.75,1
C5213046,10.00,1
C5213475,97.00,1
C5213479,20.00,1
C5213636,726.00,1
C5213864,30.00,1
C5213977,1573.00,1
C5214012,2786.23,1
C5214157,25000.00,1
C5214489,3135.00,1
C5214550,1326.00,1
C5214829,500.00,1
C5214990,351.00,1
C5215218,378.00,1
C5215257,100.00,1
C5215631,62.00,1
C5215774,8375.00,1
C5215779,1371.00,1
C5216062,1700.00,1
C5216291,50.00,1
C5216368,225.00,1
C5216438,1161.00,1
C5216467,856.00,1
C5216930,606.00,1
C5217025,1033.00,1
C5217183,307.00,1
C5217215,6575.00,1
C5217241,198.00,1
C5217288,440.00,1
C5217316,1688.00,1
C5217556,45.00,1
C5217567,2266.66,1
C5217889,300.00,1
C5218350,375.00,1
C5218776,10.00,1
C5219225,106.00,1
C5219541,200.00,1
C5219677,280.00,1
C5219749,997.00,1
C5219791,663.00,1
C5219969,600.00,1
C5220040,7000.00,1
C5220123,216.00,1
C5220211,220.00,1
C5220647,20.12,1
C5220770,550.00,1
C5221023,160.00,1
C5221067,255.00,1
C5221089,362.28,1
C5221160,20.00,1
C5221574,811.00,1
C5221622,752.01,1
C5221730,1000.00,1
C5221958,100.00,1
C5222267,400.00,1
C5222929,669.00,1
C5223048,263.65,1
C5223157,75.00,1
C5223235,2622.24,1
C5223357,11295.00,1
C5223423,50.00,1
C5223525,250.00,1
C5223582,5397.45,1
C5223784,1200.00,1
C5223916,60.00,1
C5224065,1.00,1
C5224420,800.00,1
C5224546,857.00,1
C5224654,347.00,1
C5224740,2000.00,1
C5224940,135.00,1
C5225118,1500.00,1
C5225275,1305.12,1
C5225285,20.00,1
C5225429,1685.00,1
C5225617,3500.00,1
C5225666,40.00,1
C5226688,40.00,1
C5226746,370.00,1
C5226775,200.00,1
C5226777,171.36,1
C5226786,30.00,1
C5226877,95.00,1
C5226889,110.00,1
C5227336,57.00,1
C5227439,1500.00,1
C5227549,6551.00,1
C5227576,320.00,1
C5227631,2700.00,1
C5227670,100.00,1
